user_id,account_age_days,posts_per_day,logins_per_day,ip_address,location_changes,failed_logins,followers,following,reports,profile_completeness,is_bot_label,ff_ratio,high_login_freq,new_high_activity,extreme_posts,low_ff_ratio,location_hopping,failed_login_flag,community_reported,incomplete_profile,raw_score,risk_score,signals_triggered,risk_tier
U0387,60,7.2,2.2,116.88.227.23,1,2,3943,961,1,0.53,0,4.0988,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0388,23,99.0,14.5,248.163.177.182,10,9,35,1439,5,0.28,1,0.0243,1,1,0,1,1,1,1,1,115,82.1,7,High
U0389,851,2.0,4.5,17.148.153.218,3,2,1598,1346,0,0.47,0,1.1863,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0390,1703,5.4,0.9,41.89.185.131,1,1,3798,1135,1,0.9,0,3.3433,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0391,17,36.2,17.1,109.16.15.24,5,17,101,2564,6,0.14,1,0.0394,1,1,0,1,0,1,1,1,100,71.4,6,High
U0392,570,4.6,4.8,203.71.121.203,3,1,3973,128,1,0.56,0,30.7984,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0393,494,5.2,4.9,127.13.184.142,2,1,5868,184,1,0.62,0,31.7189,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0394,1474,2.7,0.6,147.188.239.206,0,0,8274,64,1,0.53,0,127.2923,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0395,1878,3.7,0.5,252.66.44.17,2,0,4629,982,0,0.93,0,4.7091,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0396,336,0.2,4.5,80.203.245.135,0,2,8885,625,0,0.83,0,14.1933,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0397,186,2.5,2.7,106.209.37.33,2,2,9483,525,1,0.99,0,18.0285,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0398,5,89.0,22.3,165.37.230.120,13,17,31,777,9,0.12,1,0.0398,1,1,0,1,1,1,1,1,115,82.1,7,High
U0399,1143,2.0,1.1,175.176.65.225,1,0,7518,1372,0,0.99,0,5.4756,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0400,485,6.4,2.2,213.93.66.111,3,2,8732,1866,0,0.97,0,4.677,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0401,38,57.8,18.3,223.28.63.133,17,11,173,3813,1,0.36,1,0.0454,1,1,0,1,1,1,0,1,95,67.9,6,High
U0402,1649,6.3,2.5,40.155.84.42,1,0,1996,1771,0,0.61,0,1.1264,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0403,21,145.1,21.7,89.135.22.187,16,12,45,2432,3,0.1,1,0.0185,1,1,1,1,1,1,1,1,140,100.0,8,High
U0404,1146,4.8,4.5,58.177.145.217,3,0,7938,1785,0,0.88,0,4.4446,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0405,1576,3.9,3.5,21.128.100.163,0,2,9517,569,1,0.83,0,16.6965,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0406,1143,5.2,1.5,245.140.64.161,0,0,7236,320,1,0.77,0,22.5421,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0407,183,0.1,4.2,78.47.86.152,0,2,1346,628,0,0.71,0,2.1399,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0408,479,9.7,2.3,242.78.87.169,1,1,3473,504,1,0.78,0,6.8772,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0409,39,121.6,29.1,231.172.21.212,14,11,164,4119,5,0.17,1,0.0398,1,1,1,1,1,1,1,1,140,100.0,8,High
U0410,1209,2.3,3.4,222.14.41.12,3,1,5017,331,0,0.84,0,15.1114,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0411,1656,2.5,1.6,243.135.107.197,0,2,3997,1686,0,0.47,0,2.3693,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0412,1318,1.5,5.0,147.213.15.128,1,2,2226,1705,0,0.86,0,1.3048,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0413,1806,6.4,0.9,228.148.154.124,1,2,7828,1658,0,0.75,0,4.7185,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0414,14,100.9,29.8,118.63.193.21,6,3,113,653,4,0.08,1,0.1728,1,1,1,0,1,0,1,1,110,78.6,6,High
U0415,1319,8.4,3.9,176.207.152.117,0,1,9458,1434,1,0.92,0,6.5909,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0416,41,143.6,20.8,164.57.12.190,13,5,75,2829,3,0.14,1,0.0265,1,1,1,1,1,0,1,1,125,89.3,7,High
U0417,7,136.2,28.8,151.142.3.195,10,7,148,2679,7,0.21,1,0.0552,1,1,1,1,1,1,1,1,140,100.0,8,High
U0418,15,90.8,12.5,109.16.15.24,10,11,111,3718,7,0.06,1,0.0298,1,1,0,1,1,1,1,1,115,82.1,7,High
U0419,1547,0.7,0.8,88.73.160.221,2,2,2518,1930,0,0.46,0,1.304,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0420,27,128.7,15.3,188.176.204.34,4,12,3,4406,2,0.34,1,0.0007,1,1,1,1,0,1,0,1,105,75.0,6,High
U0421,500,0.5,1.8,195.189.54.82,0,0,5008,263,0,0.86,0,18.9697,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0422,854,5.9,0.8,62.238.62.69,1,0,9915,689,0,0.52,0,14.3696,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0423,21,59.5,13.1,189.52.44.152,17,6,75,3609,3,0.27,1,0.0208,1,1,0,1,1,1,1,1,115,82.1,7,High
U0424,780,4.2,3.9,25.25.148.243,1,1,2799,878,0,0.55,0,3.1843,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0425,235,1.3,2.0,99.214.127.247,2,1,3861,1584,1,0.85,0,2.436,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0426,242,5.4,1.2,222.81.167.240,3,2,3323,41,0,0.56,0,79.119,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0427,283,5.8,4.8,148.160.97.196,1,1,2882,1869,1,0.58,0,1.5412,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0428,182,1.3,3.0,41.255.239.128,0,0,5360,1762,0,0.62,0,3.0403,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0429,518,4.5,1.2,226.157.254.6,2,2,1964,1231,0,0.47,0,1.5942,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0430,1431,7.3,4.4,24.201.234.248,0,1,730,486,0,0.61,0,1.499,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0431,6,106.5,11.5,196.172.52.24,19,19,75,2403,7,0.23,1,0.0312,1,1,1,1,1,1,1,1,140,100.0,8,High
U0432,1902,3.8,1.2,91.24.25.73,3,1,8610,860,0,0.9,0,10.0,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0433,517,8.0,3.3,127.240.146.138,1,0,6921,1348,0,0.89,0,5.1305,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0434,918,5.3,2.9,3.55.220.35,0,0,1526,292,1,0.92,0,5.2082,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0435,13,145.0,23.7,187.187.206.94,14,18,122,1981,9,0.1,1,0.0616,1,1,1,1,1,1,1,1,140,100.0,8,High
U0436,4,101.3,15.0,164.57.12.190,7,10,6,3777,8,0.36,1,0.0016,1,1,1,1,1,1,1,1,140,100.0,8,High
U0437,16,147.6,21.8,50.185.147.19,18,10,123,612,5,0.15,1,0.2007,1,1,1,0,1,1,1,1,125,89.3,7,High
U0438,27,73.5,28.6,207.81.216.88,7,2,68,1387,1,0.14,1,0.049,1,1,0,1,1,0,0,1,80,57.1,5,High
U0439,1933,3.3,3.5,196.143.60.33,2,1,2656,1712,1,0.99,0,1.5505,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0440,1137,6.7,3.3,250.49.201.96,1,2,8369,1855,0,0.46,0,4.5092,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0441,1082,3.3,4.7,204.173.187.194,0,0,9657,227,1,0.71,0,42.3553,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0442,46,1.0,3.0,37.101.205.129,3,1,2038,1115,1,0.75,0,1.8262,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0443,1998,3.5,2.3,11.23.19.36,2,2,6291,1378,0,0.56,0,4.562,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0444,1689,5.5,3.6,183.170.242.133,1,2,1568,239,1,0.58,0,6.5333,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0445,979,7.0,2.6,117.76.71.84,2,2,2899,927,0,0.62,0,3.1239,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0446,1336,6.8,3.7,239.163.83.101,3,1,4245,1092,1,0.4,0,3.8838,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0447,1505,9.5,1.0,254.153.172.130,1,0,4807,956,1,0.4,0,5.023,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0448,22,101.3,16.2,137.250.153.122,15,3,112,4896,4,0.36,1,0.0229,1,1,1,1,1,0,1,1,125,89.3,7,High
U0449,9,78.5,29.1,95.169.56.251,6,11,45,675,6,0.56,1,0.0666,1,1,0,1,1,1,1,0,105,75.0,6,High
U0450,27,6.65,10.0,56.119.13.144,17,17,131,4176,9,0.19,1,0.0314,0,0,0,1,1,1,1,1,75,53.6,5,Medium
U0451,944,5.9,3.3,204.13.242.68,0,0,4067,221,0,0.45,0,18.3198,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0452,398,8.2,0.7,248.116.26.150,3,2,5169,1608,0,0.53,0,3.2126,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0453,98,0.8,4.6,123.87.194.38,2,0,5091,972,1,0.76,0,5.2323,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0454,11,97.3,16.2,63.16.56.49,12,8,126,4870,4,0.36,1,0.0259,1,1,0,1,1,1,1,1,115,82.1,7,High
U0455,618,7.9,2.3,5.225.160.108,1,0,1064,1921,0,0.56,0,0.5536,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0456,42,75.6,12.5,89.135.22.187,13,9,112,4527,1,0.35,1,0.0247,1,1,0,1,1,1,0,1,95,67.9,6,High
U0457,9,24.6,25.3,72.79.110.246,4,13,122,1241,8,0.2,1,0.0982,1,1,0,1,0,1,1,1,100,71.4,6,High
U0458,1305,1.4,4.0,199.241.31.181,1,1,112,1695,1,0.67,0,0.066,0,0,0,1,0,0,0,0,15,10.7,1,Low
U0459,1238,2.0,3.2,36.106.166.170,2,0,5020,831,1,0.96,0,6.0337,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0460,1260,2.8,3.7,123.192.160.245,1,1,8362,1418,1,0.5,0,5.8929,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0461,1037,5.2,4.0,45.235.175.140,3,0,291,464,0,0.89,0,0.6258,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0462,1649,4.5,4.1,91.135.247.50,0,2,4891,1568,0,0.61,0,3.1173,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0463,24,6.65,14.8,72.152.115.242,7,6,109,1700,7,0.13,1,0.0641,1,0,0,1,1,1,1,1,95,67.9,6,High
U0464,910,1.0,2.3,250.152.147.181,2,0,2644,1072,1,0.71,0,2.4641,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0465,290,6.8,4.3,54.250.162.123,2,2,7018,904,1,0.58,0,7.7547,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0466,1292,6.7,1.3,90.140.147.32,1,2,1697,1952,0,0.5,0,0.8689,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0467,40,132.2,19.7,140.194.202.210,14,3,157,1220,3,0.13,1,0.1286,1,1,1,0,1,0,1,1,110,78.6,6,High
U0468,1703,6.3,3.1,89.74.148.11,1,0,7228,215,0,0.43,0,33.463,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0469,787,2.7,2.0,74.40.177.237,1,2,5678,146,0,0.85,0,38.6259,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0470,1534,5.4,3.6,114.131.245.55,2,1,8690,1958,1,0.6,0,4.4359,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0471,13,133.2,21.9,72.79.110.246,18,17,47,4840,7,0.1,1,0.0097,1,1,1,1,1,1,1,1,140,100.0,8,High
U0472,1335,5.1,1.0,70.139.70.28,1,0,5176,1347,0,0.97,0,3.8398,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0473,222,0.2,4.1,158.122.124.13,0,2,1838,1420,0,0.93,0,1.2935,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0474,43,109.5,13.6,136.115.119.14,11,3,92,1004,6,0.33,1,0.0915,1,1,1,1,1,0,1,1,125,89.3,7,High
U0475,528,1.3,1.8,26.211.169.184,2,1,4484,668,1,0.64,0,6.7025,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0476,1836,4.7,0.8,121.51.70.2,1,0,9497,667,0,0.57,0,14.2171,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0477,2,28.7,27.3,251.80.208.168,14,17,184,2839,4,0.26,1,0.0648,1,1,0,1,1,1,1,1,115,82.1,7,High
U0478,714,4.5,2.8,240.243.244.167,1,2,581,1993,0,0.74,0,0.2914,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0479,1786,4.5,0.8,52.147.164.74,1,2,5676,1605,1,0.43,0,3.5342,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0480,1532,7.1,0.5,166.30.45.167,2,1,9327,1289,0,0.62,0,7.2302,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0481,31,124.6,25.0,137.19.89.107,17,18,152,2455,8,0.19,1,0.0619,1,1,1,1,1,1,1,1,140,100.0,8,High
U0482,343,7.8,3.9,226.90.18.215,2,1,3842,1388,0,0.52,0,2.766,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0483,44,6.65,11.7,207.81.216.88,11,8,156,4013,1,0.14,1,0.0389,1,0,0,1,1,1,0,1,75,53.6,5,Medium
U0484,1020,6.0,3.4,48.148.19.3,3,1,5926,1503,1,0.49,0,3.9402,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0485,1735,4.1,3.7,77.54.171.73,3,2,5994,1073,0,0.53,0,5.581,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0486,30,132.9,23.9,98.49.183.217,13,17,79,3140,2,0.09,1,0.0252,1,1,1,1,1,1,0,1,120,85.7,7,High
U0487,400,8.2,3.5,140.252.68.218,3,0,433,71,1,0.72,0,6.0139,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0488,224,6.65,3.4,130.239.139.50,0,1,6161,165,0,0.82,0,37.1145,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0489,1834,6.5,4.2,208.57.169.42,1,2,9216,1240,1,0.68,0,7.4263,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0490,916,1.9,0.9,188.234.131.184,0,0,9010,1710,0,0.56,0,5.2659,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0491,21,135.5,26.1,89.135.22.187,16,18,133,2603,8,0.16,1,0.0511,1,1,1,1,1,1,1,1,140,100.0,8,High
U0492,1978,4.4,3.5,87.151.98.45,1,1,2428,1215,0,0.44,0,1.9967,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0493,27,149.9,15.2,164.207.218.132,12,5,108,4946,1,0.37,1,0.0218,1,1,1,1,1,0,0,1,105,75.0,6,High
U0494,488,3.6,4.0,84.44.205.172,2,1,6694,812,1,0.41,0,8.2337,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0495,14,139.2,23.5,189.52.44.152,6,17,185,3926,3,0.26,1,0.0471,1,1,1,1,1,1,1,1,140,100.0,8,High
U0496,1906,4.0,2.3,123.165.127.2,3,0,5710,392,0,0.67,0,14.5293,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0497,10,38.0,20.7,109.16.15.24,18,13,109,3087,5,0.26,1,0.0353,1,1,0,1,1,1,1,1,115,82.1,7,High
U0498,5,149.4,29.6,56.119.13.144,6,19,169,4039,6,0.25,1,0.0418,1,1,1,1,1,1,1,1,140,100.0,8,High
U0499,1768,9.5,4.2,245.168.154.150,2,2,6887,1755,1,0.97,0,3.922,0,0,0,0,0,0,0,0,0,0.0,0,Low
U0500,21,6.65,9.2,3.133.184.178,11,12,149,2374,1,0.26,1,0.0627,0,0,0,1,1,1,0,1,55,39.3,4,Medium
